game_id,winner,p1_score,p2_score,p1_distance,p2_distance,turns,stalemate,locked_players
1626,P1,80000,12000,40000,0,87,0,0
1627,P1,64000,2000,40000,2000,73,0,1
1628,Stalemate,35000,35000,31000,23000,112,1,1
1629,P1,64000,31000,40000,31000,63,0,1
1630,Stalemate,51000,24000,39000,20000,112,1,0
1631,P1,64000,38000,40000,30000,79,0,1
1632,Stalemate,28000,55000,28000,27000,112,1,0
1633,P1,56000,41000,40000,37000,65,0,0
1634,Stalemate,26000,47000,18000,39000,112,1,1
1635,P1,64000,22000,40000,22000,51,0,0
1636,Stalemate,44000,58000,36000,38000,111,1,0
1637,P1,80000,20000,40000,16000,93,0,0
1638,Stalemate,36000,31000,24000,27000,112,1,1
1639,Stalemate,18000,42000,10000,34000,112,1,0
1640,Stalemate,43000,30000,31000,26000,112,1,1
1641,P1,60000,34000,40000,26000,83,0,1
1642,Stalemate,37000,30000,33000,18000,112,1,0
1643,Stalemate,3000,60000,3000,32000,112,1,0
1644,Stalemate,33000,22000,29000,10000,112,1,1
1645,Stalemate,32000,13000,20000,9000,112,1,1
1646,P2,25000,68000,25000,40000,46,0,0
1647,Stalemate,8000,16000,4000,4000,112,1,0
1648,Stalemate,41000,37000,33000,29000,112,1,0
1649,P1,60000,33000,40000,25000,81,0,1
1650,P2,47000,84000,35000,40000,100,0,1
1651,P1,72000,27000,40000,23000,49,0,1
1652,Stalemate,45000,47000,37000,39000,112,1,1
1653,Stalemate,38000,8000,30000,0,112,1,0
1654,P2,29000,64000,25000,40000,46,0,0
1655,P2,10000,68000,6000,40000,82,0,0
1656,Stalemate,32000,40000,24000,32000,112,1,0
1657,P2,7000,60000,7000,40000,54,0,0
1658,P2,45000,60000,33000,40000,98,0,0
1659,P1,68000,1000,40000,1000,87,0,0
1660,P2,27000,72000,15000,40000,104,0,0
1661,Stalemate,39000,32000,27000,28000,112,1,0
1662,Stalemate,45000,44000,37000,36000,112,1,0
1663,Stalemate,38000,44000,34000,32000,112,1,0
1664,Stalemate,30000,23000,22000,15000,112,1,1
1665,Stalemate,18000,42000,6000,38000,112,1,1
1666,Stalemate,51000,36000,39000,32000,112,1,0
1667,Stalemate,46000,21000,38000,13000,112,1,1
1668,P2,9000,68000,5000,40000,82,0,0
1669,P2,47000,60000,39000,40000,86,0,0
1670,P2,10000,64000,6000,40000,84,0,1
1671,Stalemate,46000,30000,38000,22000,112,1,0
1672,P2,23000,68000,19000,40000,82,0,0
1673,Stalemate,51000,25000,39000,21000,112,1,0
1674,Stalemate,46000,44000,38000,36000,112,1,0
1675,P2,22000,56000,10000,40000,62,0,0
1676,Stalemate,33000,24000,29000,12000,112,1,1
1677,Stalemate,46000,46000,38000,38000,112,1,1
1678,Stalemate,49000,24000,37000,20000,112,1,0
1679,Stalemate,40000,46000,32000,38000,112,1,1
1680,Stalemate,38000,38000,34000,26000,112,1,0
1681,P1,64000,10000,40000,10000,51,0,0
1682,Stalemate,65000,30000,37000,30000,112,1,0
1683,Stalemate,24000,45000,20000,33000,112,1,0
1684,Stalemate,46000,30000,38000,22000,112,1,0
1685,P2,27000,72000,23000,40000,62,0,0
1686,Stalemate,33000,51000,29000,39000,112,1,0
1687,P1,60000,43000,40000,31000,99,0,0
1688,P2,11000,64000,3000,40000,96,0,0
1689,Stalemate,41000,33000,37000,21000,112,1,1
1690,P1,64000,31000,40000,23000,95,0,0
1691,P1,60000,17000,40000,13000,55,0,1
1692,P1,60000,42000,40000,34000,91,0,0
1693,Stalemate,29000,43000,17000,39000,112,1,0
1694,P1,64000,35000,40000,27000,75,0,0
1695,P1,68000,14000,40000,10000,85,0,0
1696,Stalemate,25000,47000,17000,39000,112,1,1
1697,P2,32000,64000,28000,40000,96,0,0
1698,Stalemate,47000,23000,39000,15000,112,1,0
1699,Stalemate,37000,42000,25000,38000,112,1,0
1700,Stalemate,27000,37000,23000,25000,112,1,1
1701,Stalemate,51000,41000,39000,37000,112,1,1
1702,Stalemate,51000,35000,39000,31000,112,1,1
1703,Stalemate,39000,45000,31000,37000,112,1,0
1704,Stalemate,31000,18000,19000,14000,112,1,0
1705,Stalemate,41000,49000,37000,37000,112,1,0
1706,Stalemate,43000,33000,35000,25000,112,1,0
1707,P1,84000,14000,40000,14000,83,0,1
1708,P1,64000,47000,40000,39000,93,0,0
1709,Stalemate,40000,19000,32000,11000,112,1,0
1710,Stalemate,49000,12000,37000,8000,112,1,0
1711,Stalemate,23000,32000,11000,28000,112,1,0
1712,Stalemate,31000,30000,23000,22000,112,1,0
1713,Stalemate,45000,44000,37000,36000,112,1,0
1714,P1,76000,25000,40000,21000,75,0,0
1715,Stalemate,27000,39000,19000,31000,112,1,1
1716,Stalemate,33000,34000,25000,26000,112,1,0
1717,P2,10000,68000,6000,40000,90,0,0
1718,P1,68000,26000,40000,22000,99,0,0
1719,Stalemate,21000,8000,13000,0,112,1,1
1720,Stalemate,25000,39000,21000,27000,112,1,0
1721,P2,8000,80000,0,40000,70,0,1
1722,P1,68000,16000,40000,12000,91,0,0
1723,Stalemate,21000,51000,17000,39000,112,1,0
1724,Stalemate,47000,26000,39000,18000,112,1,0
1725,Stalemate,33000,44000,29000,32000,112,1,0
1726,P1,64000,10000,40000,6000,87,0,0
1727,Stalemate,42000,26000,38000,14000,112,1,1
1728,P2,9000,68000,5000,40000,78,0,1
1729,Stalemate,13000,54000,13000,26000,112,1,0
1730,Stalemate,39000,59000,39000,31000,112,1,0
1731,Stalemate,32000,36000,24000,28000,112,1,0
1732,Stalemate,31000,38000,23000,30000,112,1,1
1733,P1,68000,25000,40000,21000,77,0,0
1734,Stalemate,46000,26000,34000,22000,112,1,0
1735,P1,60000,43000,40000,39000,73,0,0
1736,P1,68000,38000,40000,22000,82,0,0
1737,P1,64000,40000,40000,32000,93,0,0
1738,P1,64000,21000,40000,17000,61,0,0
1739,Stalemate,6000,51000,2000,39000,112,1,1
1740,Stalemate,41000,41000,37000,29000,112,1,0
1741,Stalemate,67000,9000,39000,9000,112,1,0
1742,P2,22000,60000,18000,40000,66,0,0
1743,Stalemate,26000,24000,18000,16000,112,1,1
1744,Stalemate,41000,47000,37000,35000,112,1,0
1745,P2,18000,68000,14000,40000,74,0,0
1746,P2,6000,60000,6000,40000,54,0,0
1747,Stalemate,38000,10000,30000,2000,112,1,0
1748,Stalemate,12000,43000,4000,35000,112,1,0
1749,P2,38000,64000,34000,40000,72,0,1
1750,P2,8000,68000,4000,40000,86,0,0
1751,Stalemate,29000,32000,21000,24000,112,1,0
1752,P1,64000,25000,40000,21000,75,0,0
1753,Stalemate,10000,45000,6000,33000,112,1,0
1754,P1,60000,19000,40000,11000,73,0,0
1755,Stalemate,44000,15000,32000,11000,112,1,0
1756,P2,12000,72000,4000,40000,62,0,0
1757,P2,24000,64000,24000,40000,44,0,1
1758,P2,16000,64000,16000,40000,56,0,1
1759,P2,42000,68000,38000,40000,60,0,0
1760,P2,35000,92000,31000,40000,100,0,1
1761,Stalemate,50000,14000,38000,10000,112,1,0
1762,Stalemate,46000,29000,38000,21000,112,1,1
1763,Stalemate,42000,35000,38000,23000,112,1,1
1764,Stalemate,50000,39000,38000,35000,112,1,1
1765,Stalemate,36000,22000,28000,14000,112,1,1
1766,Stalemate,19000,34000,15000,22000,112,1,0
1767,Stalemate,19000,27000,11000,19000,112,1,1
1768,P1,64000,38000,40000,34000,93,0,0
1769,Stalemate,38000,40000,30000,32000,112,1,0
1770,Stalemate,50000,42000,38000,38000,112,1,1
1771,Stalemate,50000,31000,38000,27000,112,1,0
1772,Stalemate,21000,32000,17000,20000,112,1,0
1773,P1,60000,25000,40000,25000,59,0,0
1774,Stalemate,24000,35000,16000,27000,112,1,1
1775,Stalemate,44000,31000,36000,23000,112,1,1
1776,P2,19000,64000,11000,40000,82,0,0
1777,Stalemate,16000,44000,12000,32000,112,1,0
1778,P2,37000,60000,29000,40000,92,0,0
1779,Stalemate,20000,10000,12000,2000,112,1,1
1780,P1,60000,27000,40000,19000,71,0,0
1781,P2,45000,76000,37000,40000,96,0,1
1782,Stalemate,67000,30000,39000,30000,112,1,0
1783,Stalemate,12000,18000,0,14000,112,1,1
1784,P2,34000,60000,30000,40000,52,0,0
1785,Stalemate,45000,46000,37000,38000,112,1,1
1786,P1,64000,15000,40000,11000,83,0,0
1787,P1,64000,46000,40000,38000,93,0,0
1788,Stalemate,20000,62000,20000,34000,112,1,0
1789,Stalemate,24000,28000,20000,16000,112,1,0
1790,P1,84000,3000,40000,3000,51,0,1
1791,P1,64000,28000,40000,20000,93,0,0
1792,P2,3000,60000,3000,40000,56,0,0
1793,Stalemate,29000,24000,25000,12000,112,1,1
1794,Stalemate,38000,45000,34000,33000,112,1,0
1795,Stalemate,45000,39000,37000,31000,112,1,0
1796,P1,60000,38000,40000,30000,79,0,0
1797,P2,47000,60000,35000,40000,96,0,0
1798,Stalemate,15000,43000,7000,35000,112,1,0
1799,P1,60000,47000,40000,39000,83,0,0
1800,P1,64000,22000,40000,18000,81,0,1
1801,P2,23000,60000,15000,40000,56,0,0
1802,Stalemate,46000,35000,34000,31000,112,1,0
1803,P1,64000,23000,40000,19000,67,0,1
1804,P1,68000,25000,40000,21000,61,0,0
1805,Stalemate,39000,4000,27000,0,112,1,0
1806,Stalemate,39000,43000,31000,35000,112,1,0
1807,P2,47000,60000,35000,40000,64,0,1
1808,P2,67000,56000,39000,40000,88,0,0
1809,P2,36000,64000,28000,40000,86,0,1
1810,Stalemate,19000,49000,15000,37000,112,1,0
1811,P1,60000,35000,40000,27000,63,0,1
1812,Stalemate,44000,30000,36000,22000,112,1,0
1813,Stalemate,35000,33000,31000,21000,112,1,1
1814,P2,28000,64000,20000,40000,46,0,0
1815,P1,60000,37000,40000,33000,81,0,0
1816,P1,84000,4000,40000,4000,95,0,1
1817,Stalemate,47000,36000,35000,32000,112,1,0
1818,Stalemate,22000,20000,10000,16000,112,1,1
1819,Stalemate,38000,41000,30000,33000,112,1,0
1820,Stalemate,25000,28000,21000,16000,112,1,1
1821,P1,64000,22000,40000,14000,87,0,0
1822,Stalemate,33000,24000,29000,12000,112,1,0
1823,P1,64000,9000,40000,9000,79,0,0
1824,Stalemate,33000,41000,21000,37000,112,1,0
1825,Stalemate,44000,34000,36000,26000,112,1,0
1826,Stalemate,23000,21000,11000,17000,112,1,0
1827,P1,76000,14000,40000,10000,83,0,1
1828,Stalemate,26000,29000,22000,17000,112,1,1
1829,Stalemate,26000,12000,14000,8000,112,1,0
1830,Stalemate,35000,33000,27000,25000,112,1,0
1831,Stalemate,39000,47000,31000,39000,112,1,1
1832,Stalemate,44000,43000,36000,35000,112,1,0
1833,Stalemate,20000,50000,16000,38000,112,1,1
1834,P1,80000,4000,40000,0,43,0,1
1835,P1,84000,7000,40000,7000,69,0,0
1836,Stalemate,29000,47000,25000,35000,112,1,0
1837,P1,64000,38000,40000,38000,75,0,0
1838,P2,39000,60000,27000,40000,86,0,0
1839,Stalemate,39000,37000,31000,29000,112,1,0
1840,P2,13000,68000,9000,40000,54,0,0
1841,P2,23000,80000,19000,40000,100,0,1
1842,Stalemate,42000,28000,38000,16000,112,1,0
1843,P1,64000,28000,40000,20000,93,0,0
1844,P2,43000,68000,39000,40000,92,0,0
1845,Stalemate,46000,47000,38000,39000,112,1,0
1846,Stalemate,37000,36000,33000,24000,112,1,0
1847,Stalemate,41000,44000,33000,36000,112,1,1
1848,P1,64000,28000,40000,20000,89,0,0
1849,Stalemate,13000,33000,9000,21000,112,1,0
1850,Stalemate,31000,47000,23000,39000,112,1,1
1851,Stalemate,18000,8000,10000,0,112,1,1
1852,Stalemate,0,37000,0,9000,112,1,1
1853,Stalemate,40000,38000,36000,26000,112,1,0
1854,P1,64000,25000,40000,21000,55,0,0
1855,Stalemate,60000,32000,32000,32000,112,1,1
1856,Stalemate,67000,19000,39000,19000,112,1,0
1857,Stalemate,39000,29000,31000,21000,112,1,0
1858,Stalemate,45000,19000,33000,15000,112,1,0
1859,P2,42000,68000,38000,40000,94,0,0
1860,P1,100000,0,40000,0,73,0,0
1861,P2,17000,60000,5000,40000,94,0,0
1862,Stalemate,35000,25000,23000,21000,112,1,0
1863,P2,43000,60000,39000,40000,80,0,0
1864,P1,68000,16000,40000,12000,91,0,0
1865,Stalemate,46000,46000,38000,38000,112,1,0
1866,Stalemate,34000,26000,26000,18000,112,1,0
1867,Stalemate,25000,47000,25000,19000,112,1,0
1868,Stalemate,36000,24000,32000,12000,112,1,1
1869,Stalemate,43000,50000,39000,38000,112,1,0
1870,P1,80000,4000,40000,0,45,0,1
1871,Stalemate,45000,38000,37000,30000,112,1,1
1872,Stalemate,51000,7000,39000,3000,112,1,0
1873,P1,68000,32000,40000,28000,97,0,0
1874,Stalemate,51000,27000,39000,23000,112,1,0
1875,Stalemate,38000,51000,34000,39000,112,1,1
1876,P1,64000,40000,40000,36000,79,0,1
1877,Stalemate,43000,46000,35000,38000,112,1,0
1878,P1,68000,37000,40000,33000,87,0,0
1879,Stalemate,46000,20000,38000,12000,112,1,0
1880,Stalemate,33000,41000,25000,33000,112,1,0
1881,Stalemate,18000,49000,14000,37000,112,1,0
1882,Stalemate,22000,28000,14000,20000,112,1,1
1883,P1,60000,43000,40000,31000,97,0,0
1884,Stalemate,51000,27000,39000,23000,112,1,0
1885,Stalemate,42000,26000,38000,14000,112,1,0
1886,P1,84000,18000,40000,18000,91,0,1
1887,Stalemate,19000,53000,19000,25000,112,1,1
1888,P2,33000,64000,29000,40000,68,0,0
1889,P2,7000,68000,3000,40000,92,0,0
1890,Stalemate,19000,42000,15000,30000,112,1,0
1891,P1,64000,26000,40000,26000,63,0,0
1892,P1,80000,0,40000,0,59,0,1
1893,P2,31000,80000,27000,40000,92,0,0
1894,P1,68000,11000,40000,7000,97,0,0
1895,Stalemate,47000,29000,19000,29000,112,1,0
1896,P2,12000,80000,12000,40000,68,0,0
1897,Stalemate,47000,27000,39000,19000,112,1,0
1898,Stalemate,24000,46000,16000,38000,112,1,0
1899,Stalemate,38000,38000,26000,34000,112,1,0
1900,P2,43000,64000,35000,40000,96,0,0
1901,P1,68000,33000,40000,29000,97,0,0
1902,Stalemate,21000,51000,17000,39000,112,1,0
1903,Stalemate,46000,35000,38000,27000,112,1,0
1904,Stalemate,30000,51000,26000,39000,112,1,0
1905,P2,41000,80000,37000,40000,92,0,0
1906,Stalemate,37000,9000,25000,5000,112,1,0
1907,Stalemate,37000,47000,29000,39000,112,1,0
1908,Stalemate,44000,8000,36000,0,112,1,1
1909,Stalemate,47000,21000,39000,13000,112,1,1
1910,P1,60000,34000,40000,30000,57,0,1
1911,Stalemate,18000,42000,14000,30000,112,1,0
1912,P1,68000,18000,40000,14000,95,0,0
1913,P2,26000,80000,22000,40000,92,0,0
1914,P2,31000,80000,31000,40000,76,0,0
1915,P1,64000,4000,40000,4000,39,0,0
1916,P2,40000,64000,32000,40000,88,0,0
1917,Stalemate,45000,37000,37000,29000,112,1,0
1918,P1,68000,18000,40000,18000,89,0,0
1919,Stalemate,32000,11000,20000,7000,112,1,0
1920,Stalemate,35000,29000,23000,25000,112,1,0
1921,Stalemate,25000,37000,13000,33000,112,1,0
1922,Stalemate,28000,36000,24000,24000,112,1,0
1923,Stalemate,23000,47000,15000,39000,112,1,1
1924,P1,76000,21000,40000,13000,61,0,1
1925,P1,68000,42000,40000,38000,97,0,0
1926,Stalemate,46000,30000,38000,22000,112,1,0
1927,Stalemate,37000,17000,33000,5000,112,1,0
1928,Stalemate,32000,46000,24000,38000,112,1,1
1929,P2,35000,60000,27000,40000,68,0,0
1930,Stalemate,38000,42000,30000,34000,112,1,0
1931,P2,47000,76000,39000,40000,88,0,0
1932,P1,64000,35000,40000,27000,85,0,0
1933,Stalemate,43000,47000,39000,35000,112,1,1
1934,Stalemate,32000,46000,24000,38000,112,1,1
1935,Stalemate,50000,4000,38000,0,112,1,1
1936,Stalemate,32000,51000,28000,39000,112,1,0
1937,P1,84000,8000,40000,0,77,0,1
1938,Stalemate,16000,20000,8000,12000,112,1,0
1939,Stalemate,43000,49000,39000,37000,112,1,1
1940,Stalemate,59000,15000,31000,15000,112,1,0
1941,P2,12000,68000,12000,40000,78,0,1
1942,P2,40000,64000,32000,40000,76,0,0
1943,Stalemate,29000,51000,25000,39000,112,1,0
1944,P1,60000,47000,40000,35000,97,0,0
1945,P1,64000,33000,40000,25000,87,0,1
1946,P1,60000,29000,40000,17000,53,0,1
1947,Stalemate,22000,48000,18000,36000,112,1,1
1948,Stalemate,25000,27000,17000,19000,112,1,1
1949,P2,28000,68000,24000,40000,66,0,1
1950,P1,80000,4000,40000,0,57,0,1
1951,Stalemate,18000,46000,10000,38000,112,1,0
1952,Stalemate,38000,27000,34000,15000,112,1,0
1953,Stalemate,38000,19000,30000,11000,112,1,0
1954,P1,68000,41000,40000,37000,77,0,1
1955,P2,22000,64000,22000,40000,88,0,0
1956,Stalemate,10000,39000,6000,27000,112,1,0
1957,Stalemate,29000,34000,17000,30000,112,1,0
1958,Stalemate,13000,51000,9000,39000,112,1,0
1959,Stalemate,32000,47000,24000,39000,112,1,0
1960,Stalemate,40000,26000,36000,14000,112,1,0
1961,Stalemate,39000,12000,27000,8000,112,1,0
1962,Stalemate,47000,45000,39000,37000,112,1,0
1963,P1,64000,46000,40000,38000,77,0,0
1964,P2,6000,64000,2000,40000,50,0,1
1965,Stalemate,47000,34000,39000,26000,112,1,0
1966,Stalemate,21000,47000,13000,39000,112,1,0
1967,P2,33000,64000,25000,40000,94,0,0
1968,P2,23000,68000,19000,40000,98,0,0
1969,P1,56000,35000,40000,23000,85,0,0
1970,Stalemate,43000,39000,31000,35000,112,1,0
1971,P1,84000,20000,40000,20000,71,0,0
1972,P1,64000,24000,40000,24000,57,0,0
1973,P2,41000,64000,37000,40000,86,0,1
1974,Stalemate,36000,36000,32000,24000,112,1,0
1975,Stalemate,18000,24000,14000,12000,112,1,0
1976,Stalemate,47000,45000,39000,37000,112,1,0
1977,Stalemate,30000,11000,22000,3000,112,1,0
1978,P1,64000,38000,40000,30000,83,0,0
1979,Stalemate,15000,34000,7000,26000,112,1,1
1980,Stalemate,26000,41000,18000,33000,112,1,1
1981,P1,56000,21000,40000,17000,43,0,0
1982,P1,64000,43000,40000,39000,93,0,0
1983,P1,64000,22000,40000,18000,61,0,0
1984,Stalemate,18000,35000,10000,27000,112,1,0
1985,P1,60000,32000,40000,20000,87,0,0
1986,P1,96000,24000,40000,24000,97,0,1
1987,P2,34000,68000,30000,40000,88,0,0
1988,Stalemate,38000,39000,34000,27000,112,1,1
1989,P2,16000,64000,12000,40000,76,0,0
1990,Stalemate,47000,47000,39000,39000,112,1,0
1991,Stalemate,38000,44000,30000,36000,112,1,1
1992,Stalemate,43000,32000,35000,24000,112,1,1
1993,P2,25000,64000,25000,40000,32,0,0
1994,Stalemate,32000,61000,32000,33000,112,1,0
1995,P2,38000,76000,30000,40000,92,0,0
1996,Stalemate,10000,25000,2000,17000,112,1,0
1997,Stalemate,16000,42000,4000,38000,112,1,1
1998,Stalemate,45000,43000,33000,39000,112,1,0
1999,P2,12000,60000,4000,40000,72,0,0
2000,P1,68000,1000,40000,1000,85,0,0
2001,P1,64000,33000,40000,25000,99,0,0
2002,Stalemate,5000,57000,5000,29000,112,1,1
2003,Stalemate,31000,40000,19000,36000,112,1,0
2004,Stalemate,32000,17000,24000,9000,112,1,0
2005,P1,64000,29000,40000,21000,75,0,0
2006,Stalemate,34000,48000,30000,36000,112,1,0
2007,P1,60000,20000,40000,16000,43,0,0
2008,P2,22000,68000,18000,40000,90,0,0
2009,Stalemate,34000,47000,26000,39000,112,1,1
2010,P1,60000,29000,40000,25000,37,0,0
2011,Stalemate,24000,47000,16000,39000,112,1,0
2012,Stalemate,31000,30000,27000,18000,112,1,0
2013,P2,44000,60000,32000,40000,98,0,0
2014,Stalemate,51000,12000,39000,8000,112,1,1
2015,P2,25000,64000,21000,40000,80,0,0
2016,P1,64000,32000,40000,28000,53,0,0
2017,Stalemate,43000,23000,35000,15000,112,1,0
2018,P2,7000,60000,3000,40000,92,0,0
2019,P2,14000,64000,10000,40000,56,0,1
2020,Stalemate,37000,51000,33000,39000,112,1,0
2021,Stalemate,46000,36000,38000,28000,112,1,0
2022,Stalemate,28000,51000,24000,39000,112,1,0
2023,Stalemate,33000,41000,25000,33000,112,1,0
2024,P2,15000,60000,15000,40000,58,0,0
2025,P2,21000,84000,21000,40000,98,0,1
2026,P2,46000,64000,38000,40000,90,0,0
2027,Stalemate,31000,34000,23000,26000,112,1,1
2028,P2,32000,64000,32000,40000,54,0,1
2029,Stalemate,49000,27000,37000,23000,112,1,0
2030,P1,68000,43000,40000,39000,77,0,0
2031,Stalemate,26000,38000,22000,26000,112,1,0
2032,P2,37000,60000,29000,40000,98,0,1
2033,Stalemate,47000,39000,39000,31000,112,1,1
2034,P1,64000,39000,40000,31000,99,0,0
2035,Stalemate,66000,23000,38000,23000,112,1,1
2036,Stalemate,42000,45000,34000,37000,112,1,0
2037,Stalemate,28000,28000,16000,24000,112,1,0
2038,P1,68000,12000,40000,8000,93,0,0
2039,P1,64000,27000,40000,19000,49,0,0
2040,Stalemate,17000,42000,9000,34000,112,1,0
2041,P2,26000,64000,18000,40000,82,0,0
2042,Stalemate,15000,27000,11000,15000,112,1,1
2043,Stalemate,65000,15000,37000,15000,112,1,0
2044,P2,9000,60000,1000,40000,64,0,1
2045,P1,84000,17000,40000,17000,99,0,0
2046,P2,17000,64000,9000,40000,90,0,0
2047,Stalemate,42000,49000,38000,37000,112,1,1
2048,P1,72000,23000,40000,15000,79,0,0
2049,P2,14000,56000,6000,40000,66,0,0
2050,Stalemate,20000,8000,12000,0,112,1,0
2051,P2,7000,56000,7000,40000,26,0,1
2052,P2,42000,64000,34000,40000,66,0,0
2053,Stalemate,37000,64000,37000,36000,112,1,0
2054,P2,9000,68000,5000,40000,78,0,1
2055,Stalemate,26000,46000,22000,34000,112,1,0
2056,P1,68000,27000,40000,23000,89,0,0
2057,Stalemate,28000,42000,28000,14000,112,1,0
2058,Stalemate,5000,36000,1000,24000,112,1,0
2059,P1,60000,19000,40000,11000,53,0,1
2060,Stalemate,30000,30000,26000,18000,112,1,1
2061,P2,37000,60000,33000,40000,80,0,0
2062,P2,8000,64000,4000,40000,82,0,0
2063,P1,80000,26000,40000,22000,95,0,0
2064,Stalemate,51000,18000,39000,14000,112,1,0
2065,Stalemate,14000,49000,10000,37000,112,1,0
2066,P2,23000,60000,19000,40000,76,0,1
2067,P2,31000,76000,27000,40000,60,0,0
2068,P1,60000,12000,40000,4000,75,0,1
2069,Stalemate,23000,40000,11000,36000,112,1,0
2070,Stalemate,36000,50000,32000,38000,112,1,0
2071,P2,25000,84000,25000,40000,94,0,0
2072,P2,27000,60000,23000,40000,50,0,0
2073,Stalemate,44000,24000,32000,20000,112,1,0
2074,P2,25000,64000,17000,40000,90,0,0
2075,Stalemate,15000,20000,7000,12000,112,1,1
2076,P2,30000,68000,30000,40000,84,0,0
2077,Stalemate,31000,20000,19000,16000,112,1,0
2078,Stalemate,45000,8000,37000,0,112,1,0
2079,P1,68000,28000,40000,24000,65,0,0
2080,P1,60000,47000,40000,39000,79,0,0
2081,Stalemate,45000,45000,37000,37000,112,1,1
2082,Stalemate,24000,39000,16000,31000,112,1,0
2083,P1,68000,23000,40000,23000,95,0,0
2084,Stalemate,6000,44000,2000,32000,112,1,1
2085,Stalemate,32000,40000,24000,32000,112,1,0
2086,Stalemate,24000,8000,16000,0,112,1,1
2087,P1,60000,31000,40000,23000,37,0,0
2088,P2,22000,64000,14000,40000,90,0,1
2089,P2,16000,64000,12000,40000,52,0,0
2090,Stalemate,45000,30000,37000,22000,112,1,0
2091,Stalemate,48000,34000,36000,30000,112,1,1
2092,Stalemate,64000,9000,36000,9000,112,1,1
2093,P1,64000,42000,40000,38000,99,0,0
2094,Stalemate,33000,39000,25000,31000,112,1,1
2095,Stalemate,25000,29000,21000,17000,112,1,1
2096,P2,27000,56000,23000,40000,60,0,0
2097,Stalemate,42000,44000,38000,32000,112,1,1
2098,Stalemate,51000,12000,39000,8000,112,1,0
2099,P1,64000,24000,40000,16000,99,0,0
2100,P1,64000,12000,40000,12000,91,0,1
2101,P1,68000,21000,40000,17000,85,0,0
2102,P2,38000,84000,38000,40000,52,0,0
2103,P2,0,80000,0,40000,34,0,1
2104,Stalemate,42000,47000,38000,35000,112,1,0
2105,P2,14000,68000,10000,40000,90,0,0
2106,Stalemate,33000,30000,29000,18000,112,1,1
2107,P1,72000,22000,40000,10000,87,0,0
2108,Stalemate,22000,22000,14000,14000,112,1,1
2109,P2,10000,64000,10000,40000,72,0,0
2110,P1,56000,28000,40000,16000,77,0,0
2111,Stalemate,27000,27000,15000,23000,112,1,0
2112,Stalemate,51000,31000,39000,27000,112,1,0
2113,P1,60000,37000,40000,29000,59,0,0
2114,Stalemate,23000,43000,15000,35000,112,1,1
2115,Stalemate,50000,27000,38000,23000,112,1,0
2116,Stalemate,46000,30000,38000,22000,112,1,0
2117,P1,64000,23000,40000,15000,73,0,0
2118,Stalemate,10000,47000,2000,39000,112,1,0
2119,P2,24000,60000,20000,40000,80,0,0
2120,P2,25000,68000,21000,40000,62,0,1
2121,Stalemate,11000,51000,7000,39000,112,1,0
2122,P2,28000,64000,20000,40000,62,0,0
2123,Stalemate,67000,31000,39000,31000,112,1,0
2124,P1,60000,29000,40000,21000,79,0,1
2125,P1,68000,24000,40000,20000,79,0,1
2126,P1,64000,21000,40000,13000,59,0,0
2127,P1,84000,31000,40000,31000,97,0,0
2128,P1,64000,17000,40000,13000,79,0,0
2129,P2,15000,60000,15000,40000,62,0,1
2130,Stalemate,18000,30000,10000,22000,112,1,0
2131,P2,4000,60000,4000,40000,58,0,1
2132,Stalemate,51000,36000,39000,32000,112,1,1
2133,Stalemate,14000,36000,10000,24000,112,1,0
2134,Stalemate,28000,16000,16000,12000,112,1,0
2135,P2,6000,80000,6000,40000,90,0,0
2136,Stalemate,30000,47000,26000,35000,112,1,0
2137,Stalemate,13000,45000,9000,33000,112,1,1
2138,Stalemate,28000,21000,20000,13000,112,1,1
2139,P1,64000,34000,40000,30000,69,0,0
2140,P2,19000,64000,11000,40000,74,0,0
2141,Stalemate,25000,24000,17000,16000,112,1,0
2142,Stalemate,20000,41000,8000,37000,112,1,1
2143,P2,18000,68000,14000,40000,84,0,1
2144,P1,80000,8000,40000,0,81,0,1
2145,P1,64000,15000,40000,15000,59,0,1
2146,P1,60000,15000,40000,11000,33,0,0
2147,P2,15000,68000,15000,40000,94,0,0
2148,Stalemate,12000,50000,8000,38000,112,1,0
2149,Stalemate,55000,10000,27000,10000,112,1,1
2150,Stalemate,27000,32000,23000,20000,112,1,0
2151,Stalemate,36000,51000,32000,39000,112,1,0
2152,P2,10000,64000,10000,40000,52,0,1
2153,P1,60000,48000,40000,36000,69,0,0
2154,P2,15000,60000,15000,40000,84,0,0
2155,Stalemate,46000,47000,38000,39000,112,1,1
2156,P1,64000,20000,40000,16000,63,0,0
2157,P1,60000,25000,40000,21000,53,0,1
2158,P2,41000,80000,37000,40000,100,0,0
2159,P2,15000,64000,11000,40000,80,0,1
2160,Stalemate,67000,38000,39000,38000,112,1,0
2161,P1,80000,26000,40000,22000,101,0,0
2162,Stalemate,43000,51000,39000,39000,112,1,0
2163,Stalemate,32000,46000,24000,38000,112,1,1
2164,Stalemate,21000,51000,17000,39000,112,1,0
2165,P1,68000,30000,40000,30000,75,0,1
2166,P2,49000,60000,37000,40000,80,0,0
2167,P1,64000,20000,40000,12000,79,0,0
2168,P2,40000,68000,36000,40000,90,0,0
2169,P2,19000,64000,15000,40000,84,0,0
2170,Stalemate,44000,35000,36000,27000,112,1,0
