game_id,winner,p1_score,p2_score,p1_distance,p2_distance,turns,stalemate,locked_players
566,P2,31000,60000,27000,40000,78,0,1
567,Stalemate,51000,35000,39000,31000,112,1,0
568,P2,43000,64000,39000,40000,82,0,0
569,Stalemate,14000,28000,6000,20000,112,1,1
570,P1,68000,27000,40000,23000,69,0,0
571,P2,34000,68000,34000,40000,88,0,1
572,P1,60000,41000,40000,29000,91,0,0
573,Stalemate,47000,31000,39000,23000,112,1,0
574,P1,68000,21000,40000,17000,51,0,0
575,P2,28000,76000,20000,40000,100,0,0
576,Stalemate,23000,13000,19000,1000,112,1,1
577,P1,68000,14000,40000,10000,59,0,0
578,Stalemate,30000,4000,18000,0,112,1,1
579,Stalemate,35000,24000,23000,20000,112,1,0
580,Stalemate,16000,43000,4000,39000,112,1,0
581,Stalemate,38000,47000,30000,39000,112,1,0
582,Stalemate,10000,34000,6000,22000,112,1,1
583,P2,42000,68000,38000,40000,86,0,0
584,P1,60000,12000,40000,12000,27,0,0
585,P1,84000,28000,40000,28000,59,0,0
586,P2,21000,64000,17000,40000,54,0,0
587,Stalemate,26000,34000,18000,26000,112,1,0
588,Stalemate,37000,38000,29000,30000,112,1,0
589,P1,76000,16000,40000,16000,59,0,0
590,Stalemate,29000,42000,25000,30000,112,1,0
591,P1,68000,15000,40000,15000,91,0,0
592,Stalemate,30000,39000,26000,27000,112,1,1
593,P2,10000,64000,10000,40000,54,0,1
594,Stalemate,38000,17000,30000,9000,112,1,0
595,Stalemate,44000,35000,32000,31000,112,1,1
596,P2,24000,64000,20000,40000,74,0,1
597,P2,21000,60000,17000,40000,52,0,0
598,P1,60000,43000,40000,39000,69,0,0
599,P1,64000,28000,40000,20000,77,0,0
600,Stalemate,48000,9000,20000,9000,112,1,0
601,Stalemate,28000,50000,24000,38000,112,1,1
602,Stalemate,23000,18000,15000,10000,112,1,0
603,P2,5000,68000,5000,40000,78,0,0
604,P1,80000,38000,40000,34000,95,0,0
605,Stalemate,51000,21000,39000,17000,112,1,0
606,Stalemate,23000,27000,15000,19000,112,1,1
607,Stalemate,24000,30000,20000,18000,112,1,1
608,Stalemate,42000,48000,38000,36000,112,1,0
609,P1,64000,27000,40000,19000,75,0,0
610,Stalemate,35000,32000,27000,24000,112,1,0
611,Stalemate,47000,38000,35000,34000,112,1,1
612,Stalemate,25000,34000,17000,26000,112,1,0
613,P1,64000,16000,40000,16000,57,0,0
614,Stalemate,41000,38000,37000,26000,112,1,0
615,Stalemate,57000,33000,29000,33000,112,1,0
616,P1,60000,23000,40000,15000,71,0,0
617,P2,43000,64000,39000,40000,86,0,1
618,P2,26000,64000,18000,40000,68,0,0
619,P2,11000,68000,7000,40000,78,0,0
620,P2,46000,76000,38000,40000,76,0,0
621,P1,60000,39000,40000,35000,79,0,1
622,Stalemate,51000,26000,39000,22000,112,1,0
623,Stalemate,41000,28000,37000,16000,112,1,1
624,Stalemate,8000,36000,0,28000,112,1,1
625,Stalemate,26000,39000,14000,35000,112,1,0
626,Stalemate,36000,14000,28000,6000,112,1,1
627,P2,28000,68000,28000,40000,84,0,1
628,Stalemate,10000,51000,6000,39000,112,1,0
629,Stalemate,47000,30000,39000,22000,112,1,1
630,P1,64000,28000,40000,24000,93,0,0
631,Stalemate,21000,40000,13000,32000,112,1,1
632,Stalemate,38000,34000,34000,22000,112,1,1
633,Stalemate,18000,26000,10000,18000,112,1,0
634,Stalemate,42000,46000,34000,38000,112,1,0
635,Stalemate,15000,47000,11000,35000,112,1,0
636,P1,64000,27000,40000,23000,83,0,1
637,Stalemate,39000,37000,31000,29000,112,1,0
638,P1,68000,25000,40000,21000,89,0,1
639,Stalemate,39000,25000,27000,21000,112,1,0
640,Stalemate,43000,37000,35000,29000,112,1,1
641,P1,64000,7000,40000,3000,87,0,0
642,Stalemate,34000,8000,22000,4000,112,1,1
643,Stalemate,46000,38000,38000,30000,112,1,1
644,Stalemate,5000,45000,1000,33000,112,1,1
645,Stalemate,50000,8000,38000,4000,112,1,0
646,Stalemate,28000,51000,24000,39000,112,1,0
647,Stalemate,38000,33000,34000,21000,112,1,0
648,Stalemate,16000,8000,8000,0,112,1,1
649,Stalemate,21000,7000,9000,3000,112,1,1
650,Stalemate,43000,39000,31000,35000,112,1,0
651,Stalemate,30000,36000,18000,32000,112,1,1
652,P2,33000,64000,25000,40000,94,0,1
653,Stalemate,26000,43000,22000,31000,112,1,0
654,P1,60000,11000,40000,7000,83,0,0
655,Stalemate,35000,23000,23000,19000,112,1,1
656,P1,80000,20000,40000,20000,73,0,1
657,P2,26000,68000,26000,40000,64,0,0
658,P1,76000,14000,40000,6000,71,0,0
659,Stalemate,46000,37000,38000,29000,112,1,1
660,Stalemate,34000,31000,26000,23000,112,1,0
661,Stalemate,16000,47000,8000,39000,112,1,0
662,Stalemate,41000,15000,33000,7000,112,1,1
663,Stalemate,32000,33000,20000,29000,112,1,1
664,Stalemate,31000,27000,19000,23000,112,1,1
665,P1,68000,7000,40000,3000,95,0,0
666,P2,25000,68000,21000,40000,96,0,0
667,Stalemate,31000,27000,19000,23000,112,1,0
668,P1,64000,27000,40000,19000,87,0,0
669,Stalemate,18000,36000,6000,32000,112,1,0
670,Stalemate,24000,30000,16000,22000,112,1,0
671,P1,64000,16000,40000,12000,93,0,0
672,Stalemate,37000,33000,33000,21000,112,1,0
673,P1,64000,34000,40000,26000,83,0,0
674,Stalemate,21000,24000,9000,20000,112,1,0
675,P2,37000,60000,33000,40000,68,0,0
676,P2,37000,88000,29000,40000,95,0,0
677,Stalemate,30000,8000,22000,0,112,1,1
678,Stalemate,51000,19000,39000,15000,112,1,0
679,Stalemate,60000,10000,32000,10000,112,1,1
680,P2,7000,64000,3000,40000,58,0,0
681,P1,80000,14000,40000,10000,69,0,1
682,Stalemate,31000,39000,19000,35000,112,1,0
683,P1,68000,38000,40000,38000,85,0,0
684,P2,44000,60000,32000,40000,78,0,1
685,P1,60000,19000,40000,19000,51,0,0
686,Stalemate,34000,39000,22000,35000,112,1,0
687,Stalemate,46000,20000,34000,16000,112,1,0
688,P1,60000,41000,40000,29000,67,0,0
689,P2,39000,68000,39000,40000,82,0,0
690,Stalemate,67000,33000,39000,33000,112,1,0
691,P1,68000,36000,40000,32000,99,0,1
692,Stalemate,32000,27000,20000,23000,112,1,0
693,P2,34000,80000,30000,40000,88,0,0
694,Stalemate,34000,52000,34000,24000,112,1,1
695,P1,60000,47000,40000,39000,77,0,0
696,P2,38000,60000,30000,40000,60,0,0
697,Stalemate,40000,20000,32000,12000,112,1,0
698,P2,26000,56000,14000,40000,70,0,0
699,Stalemate,25000,23000,5000,15000,111,1,0
700,Stalemate,39000,45000,31000,37000,112,1,0
701,Stalemate,67000,5000,39000,5000,112,1,0
702,P2,33000,80000,29000,40000,70,0,0
703,Stalemate,39000,23000,31000,15000,112,1,0
704,P2,34000,60000,30000,40000,64,0,0
705,Stalemate,50000,26000,38000,22000,112,1,0
706,Stalemate,20000,22000,16000,10000,112,1,1
707,Stalemate,37000,17000,33000,5000,112,1,0
708,Stalemate,47000,21000,39000,13000,112,1,0
709,Stalemate,17000,13000,9000,5000,112,1,0
710,Stalemate,36000,45000,28000,37000,112,1,1
711,P1,64000,9000,40000,5000,89,0,0
712,P1,64000,17000,40000,17000,49,0,0
713,P1,64000,18000,40000,10000,99,0,0
714,P2,30000,80000,26000,40000,76,0,0
715,Stalemate,16000,23000,8000,15000,112,1,1
716,P1,68000,20000,40000,16000,89,0,0
717,Stalemate,24000,37000,20000,25000,112,1,0
718,Stalemate,20000,49000,16000,37000,112,1,1
719,Stalemate,40000,26000,28000,22000,112,1,1
720,Stalemate,38000,17000,26000,13000,112,1,0
721,Stalemate,28000,49000,24000,37000,112,1,0
722,Stalemate,42000,24000,30000,20000,112,1,1
723,Stalemate,24000,58000,24000,30000,112,1,0
724,P2,37000,68000,33000,40000,78,0,1
725,P1,68000,11000,40000,11000,83,0,0
726,Stalemate,46000,17000,34000,13000,112,1,0
727,Stalemate,34000,34000,22000,30000,112,1,0
728,P2,22000,68000,18000,40000,94,0,0
729,P1,60000,11000,40000,3000,85,0,1
730,P1,64000,26000,40000,22000,57,0,0
731,P1,64000,39000,40000,31000,85,0,0
732,Stalemate,22000,40000,18000,28000,112,1,0
733,P2,12000,64000,8000,40000,82,0,0
734,P2,20000,64000,16000,40000,72,0,1
735,P1,64000,22000,40000,14000,55,0,1
736,Stalemate,47000,16000,39000,8000,112,1,0
737,P1,64000,31000,40000,23000,95,0,0
738,P1,68000,21000,40000,17000,77,0,1
739,P1,64000,25000,40000,17000,53,0,0
740,Stalemate,30000,20000,22000,12000,112,1,0
741,Stalemate,5000,67000,5000,39000,112,1,0
742,Stalemate,47000,11000,39000,3000,112,1,0
743,Stalemate,29000,37000,25000,25000,112,1,0
744,Stalemate,16000,39000,8000,31000,112,1,0
745,Stalemate,14000,51000,10000,39000,112,1,1
746,P1,60000,31000,40000,19000,75,0,0
747,P1,60000,24000,40000,12000,51,0,1
748,P2,34000,60000,22000,40000,88,0,0
749,Stalemate,47000,13000,39000,5000,112,1,0
750,Stalemate,27000,41000,15000,37000,112,1,0
751,P1,64000,38000,40000,30000,99,0,0
752,Stalemate,50000,23000,38000,19000,112,1,0
753,Stalemate,43000,42000,31000,38000,112,1,0
754,P1,68000,42000,40000,38000,81,0,0
755,P2,21000,64000,17000,40000,54,0,1
756,P1,84000,20000,40000,20000,99,0,0
757,Stalemate,20000,35000,12000,27000,112,1,1
758,P2,37000,64000,29000,40000,86,0,0
759,P1,68000,32000,40000,32000,61,0,1
760,P1,56000,41000,40000,29000,85,0,0
761,P2,35000,76000,35000,40000,52,0,1
762,Stalemate,12000,51000,8000,39000,112,1,1
763,Stalemate,50000,4000,38000,0,112,1,1
764,P2,37000,60000,25000,40000,74,0,0
765,Stalemate,47000,34000,39000,26000,112,1,0
766,Stalemate,26000,46000,22000,34000,112,1,0
767,Stalemate,18000,39000,10000,31000,112,1,0
768,P1,76000,25000,40000,21000,85,0,0
769,Stalemate,21000,28000,17000,16000,112,1,0
770,P2,37000,60000,29000,40000,90,0,0
771,Stalemate,5000,38000,1000,26000,112,1,0
772,Stalemate,39000,34000,35000,22000,112,1,0
773,P2,8000,80000,4000,40000,100,0,0
774,Stalemate,51000,42000,39000,38000,112,1,1
775,P1,80000,20000,40000,16000,85,0,0
776,P2,19000,76000,15000,40000,74,0,1
777,P2,8000,60000,4000,40000,72,0,1
778,Stalemate,38000,36000,34000,24000,112,1,0
779,Stalemate,43000,11000,35000,3000,112,1,0
780,P2,32000,68000,28000,40000,64,0,0
781,Stalemate,34000,61000,34000,33000,112,1,1
782,Stalemate,47000,19000,39000,11000,112,1,1
783,Stalemate,43000,50000,39000,38000,112,1,0
784,Stalemate,59000,2000,31000,2000,112,1,1
785,Stalemate,21000,19000,9000,15000,112,1,0
786,Stalemate,51000,42000,39000,38000,112,1,0
787,P2,43000,64000,39000,40000,72,0,0
788,Stalemate,51000,36000,39000,32000,112,1,0
789,Stalemate,32000,29000,20000,25000,112,1,0
790,Stalemate,11000,12000,7000,0,112,1,0
791,Stalemate,10000,51000,6000,39000,112,1,0
792,P2,51000,60000,39000,40000,96,0,0
793,Stalemate,27000,29000,19000,21000,112,1,1
794,Stalemate,34000,40000,22000,36000,112,1,0
795,Stalemate,40000,51000,36000,39000,112,1,0
796,P2,30000,60000,26000,40000,62,0,1
797,P1,60000,12000,40000,4000,69,0,0
798,P1,64000,35000,40000,27000,95,0,0
799,P2,35000,56000,35000,40000,56,0,0
800,Stalemate,29000,32000,21000,24000,112,1,0
801,P2,12000,68000,8000,40000,82,0,0
802,Stalemate,33000,47000,29000,35000,112,1,0
803,Stalemate,40000,40000,32000,32000,112,1,0
804,Stalemate,25000,17000,17000,9000,112,1,0
805,Stalemate,51000,34000,39000,30000,112,1,1
806,Stalemate,11000,8000,3000,0,112,1,0
807,P1,60000,21000,40000,21000,75,0,0
808,Stalemate,20000,41000,20000,13000,112,1,1
809,P1,64000,39000,40000,35000,65,0,0
810,P2,46000,72000,38000,40000,98,0,0
811,P1,64000,19000,40000,15000,77,0,1
812,Stalemate,48000,43000,36000,39000,112,1,0
813,Stalemate,45000,30000,17000,30000,112,1,1
814,P1,60000,6000,40000,2000,47,0,0
815,Stalemate,30000,34000,18000,30000,112,1,0
816,P1,68000,16000,40000,16000,57,0,0
817,P2,47000,64000,39000,40000,90,0,0
818,Stalemate,24000,43000,12000,39000,112,1,0
819,Stalemate,67000,3000,39000,3000,112,1,0
820,Stalemate,16000,31000,8000,23000,112,1,1
821,Stalemate,47000,15000,39000,7000,112,1,0
822,P2,38000,76000,30000,40000,94,0,0
823,P1,64000,22000,40000,22000,69,0,0
824,Stalemate,16000,34000,8000,26000,112,1,1
825,Stalemate,46000,42000,38000,34000,112,1,0
826,P1,80000,37000,40000,33000,91,0,0
827,Stalemate,46000,23000,38000,15000,112,1,0
828,Stalemate,42000,35000,38000,23000,112,1,0
829,Stalemate,14000,42000,2000,38000,112,1,1
830,P1,60000,47000,40000,39000,69,0,0
831,P1,68000,42000,40000,38000,95,0,0
832,P1,84000,23000,40000,23000,93,0,0
833,P2,43000,80000,39000,40000,90,0,0
834,P1,64000,18000,40000,14000,43,0,0
835,P2,28000,60000,24000,40000,46,0,0
836,Stalemate,28000,51000,24000,39000,112,1,0
837,P1,64000,30000,40000,26000,77,0,1
838,Stalemate,32000,11000,24000,3000,112,1,0
839,Stalemate,48000,38000,36000,34000,112,1,1
840,P1,60000,18000,40000,18000,27,0,1
841,Stalemate,13000,50000,9000,38000,112,1,0
842,P2,20000,60000,16000,40000,62,0,1
843,Stalemate,21000,62000,21000,34000,112,1,1
844,Stalemate,8000,48000,4000,36000,112,1,1
845,Stalemate,44000,37000,36000,29000,112,1,0
846,Stalemate,60000,32000,32000,32000,112,1,0
847,Stalemate,21000,39000,17000,27000,112,1,0
848,Stalemate,51000,24000,39000,20000,112,1,0
849,Stalemate,24000,46000,20000,34000,112,1,0
850,Stalemate,51000,38000,39000,34000,112,1,0
851,P1,60000,43000,40000,35000,81,0,0
852,P1,60000,17000,40000,9000,81,0,1
853,Stalemate,40000,33000,36000,21000,112,1,1
854,P1,56000,54000,40000,26000,83,0,0
855,P2,39000,68000,35000,40000,80,0,0
856,P2,13000,68000,9000,40000,90,0,0
857,P2,21000,60000,21000,40000,68,0,1
858,P2,17000,64000,17000,40000,60,0,0
859,Stalemate,51000,43000,39000,39000,112,1,0
860,P2,30000,76000,26000,40000,62,0,0
861,P1,64000,30000,40000,22000,99,0,0
862,Stalemate,22000,22000,10000,18000,112,1,1
863,P2,11000,68000,11000,40000,70,0,1
864,P2,14000,60000,10000,40000,68,0,0
865,P2,29000,68000,29000,40000,74,0,1
866,Stalemate,26000,24000,18000,16000,112,1,0
867,Stalemate,23000,30000,15000,22000,112,1,1
868,P1,64000,12000,40000,4000,99,0,1
869,P1,68000,12000,40000,8000,67,0,0
870,Stalemate,15000,50000,11000,38000,112,1,1
871,P1,88000,4000,40000,0,91,0,0
872,Stalemate,54000,14000,26000,14000,112,1,0
873,Stalemate,27000,18000,23000,6000,112,1,0
874,Stalemate,20000,33000,8000,29000,112,1,0
875,Stalemate,49000,21000,37000,17000,112,1,0
876,P2,47000,60000,39000,40000,88,0,1
877,Stalemate,17000,42000,13000,30000,112,1,1
878,P1,60000,45000,40000,37000,79,0,0
879,P2,8000,96000,0,40000,90,0,1
880,Stalemate,37000,32000,9000,32000,112,1,0
881,Stalemate,37000,29000,25000,25000,112,1,1
882,P2,39000,56000,27000,40000,78,0,0
883,P2,21000,64000,17000,40000,84,0,0
884,P2,42000,76000,34000,40000,46,0,0
885,P2,32000,64000,28000,40000,68,0,0
886,P2,21000,60000,17000,40000,36,0,0
887,Stalemate,43000,42000,31000,38000,112,1,0
888,Stalemate,40000,27000,28000,23000,112,1,1
889,Stalemate,40000,20000,28000,16000,112,1,0
890,P2,21000,64000,13000,40000,76,0,0
891,P1,64000,34000,40000,26000,87,0,0
892,Stalemate,41000,42000,33000,34000,112,1,0
893,Stalemate,21000,18000,9000,14000,112,1,1
894,Stalemate,50000,19000,38000,15000,112,1,0
895,P2,40000,60000,28000,40000,82,0,0
896,P1,68000,12000,40000,8000,81,0,0
897,P2,41000,80000,37000,40000,48,0,0
898,P1,84000,37000,40000,37000,69,0,0
899,Stalemate,40000,51000,36000,39000,112,1,1
900,Stalemate,42000,29000,30000,25000,112,1,0
901,P2,42000,60000,30000,40000,92,0,1
902,Stalemate,15000,49000,11000,37000,112,1,0
903,P2,42000,60000,30000,40000,84,0,0
904,P1,96000,36000,40000,36000,55,0,0
905,Stalemate,25000,46000,17000,38000,112,1,0
906,Stalemate,29000,11000,21000,3000,112,1,1
907,Stalemate,36000,44000,32000,32000,112,1,0
908,Stalemate,13000,47000,5000,39000,112,1,0
909,P2,24000,68000,20000,40000,84,0,0
910,P1,64000,44000,40000,36000,95,0,0
911,P1,60000,18000,40000,18000,81,0,0
912,Stalemate,67000,21000,39000,21000,112,1,1
913,P2,26000,68000,22000,40000,80,0,0
914,Stalemate,23000,46000,15000,38000,112,1,0
915,P1,64000,42000,40000,34000,79,0,0
916,P1,72000,20000,40000,8000,93,0,0
917,P1,64000,9000,40000,1000,59,0,0
918,P2,39000,76000,31000,40000,100,0,0
919,P2,30000,60000,26000,40000,74,0,0
920,P1,64000,39000,40000,35000,85,0,0
921,Stalemate,42000,46000,34000,38000,112,1,0
922,P1,56000,39000,40000,11000,83,0,0
923,P2,27000,76000,19000,40000,100,0,0
924,Stalemate,8000,46000,4000,34000,112,1,0
925,P2,10000,68000,10000,40000,80,0,0
926,Stalemate,46000,45000,38000,37000,112,1,0
927,P1,68000,31000,40000,27000,89,0,0
928,Stalemate,39000,39000,31000,31000,112,1,0
929,P2,30000,64000,26000,40000,58,0,0
930,P2,21000,68000,17000,40000,74,0,0
931,Stalemate,37000,27000,25000,23000,112,1,1
932,P2,44000,56000,32000,40000,90,0,0
933,P2,28000,64000,24000,40000,62,0,1
934,P2,41000,68000,37000,40000,96,0,0
935,Stalemate,38000,45000,34000,33000,112,1,0
936,Stalemate,43000,50000,39000,38000,112,1,1
937,P2,15000,68000,11000,40000,70,0,1
938,Stalemate,14000,60000,14000,32000,112,1,0
939,Stalemate,47000,32000,39000,24000,112,1,0
940,Stalemate,44000,29000,32000,25000,112,1,0
941,Stalemate,51000,12000,39000,8000,112,1,0
942,P2,10000,68000,10000,40000,44,0,0
943,P2,18000,80000,18000,40000,86,0,1
944,Stalemate,46000,27000,38000,19000,112,1,0
945,P2,24000,60000,20000,40000,80,0,1
946,Stalemate,35000,41000,27000,33000,112,1,0
947,Stalemate,50000,24000,38000,20000,112,1,0
948,Stalemate,47000,40000,39000,32000,112,1,0
949,Stalemate,38000,33000,30000,25000,112,1,0
950,Stalemate,38000,36000,26000,32000,112,1,0
951,P2,37000,92000,33000,40000,100,0,0
952,Stalemate,66000,30000,38000,30000,112,1,1
953,Stalemate,40000,43000,28000,39000,112,1,0
954,P1,84000,8000,40000,0,89,0,1
955,Stalemate,40000,42000,28000,38000,112,1,0
956,P1,60000,29000,40000,21000,89,0,1
957,Stalemate,45000,40000,33000,36000,112,1,0
958,Stalemate,42000,43000,30000,39000,112,1,1
959,Stalemate,29000,41000,21000,33000,112,1,1
960,P2,16000,68000,12000,40000,66,0,0
961,Stalemate,30000,35000,26000,23000,112,1,1
962,P2,19000,64000,15000,40000,98,0,0
963,Stalemate,31000,28000,23000,20000,112,1,0
964,Stalemate,60000,35000,32000,35000,112,1,0
965,Stalemate,22000,49000,18000,37000,112,1,0
966,P2,39000,64000,31000,40000,80,0,0
967,P2,42000,64000,34000,40000,90,0,0
968,P2,43000,60000,35000,40000,64,0,0
969,Stalemate,37000,35000,25000,31000,112,1,1
970,Stalemate,28000,46000,20000,38000,112,1,0
971,Stalemate,22000,33000,18000,21000,112,1,0
972,Stalemate,35000,46000,27000,38000,112,1,1
973,Stalemate,27000,49000,23000,37000,112,1,0
974,Stalemate,31000,23000,19000,19000,112,1,1
975,Stalemate,39000,31000,35000,19000,112,1,0
976,P1,60000,41000,40000,37000,77,0,0
977,Stalemate,14000,48000,10000,36000,112,1,0
978,P1,68000,22000,40000,18000,79,0,0
979,P1,64000,13000,40000,9000,59,0,0
980,Stalemate,31000,47000,27000,35000,112,1,0
981,Stalemate,29000,17000,25000,5000,112,1,0
982,P2,17000,80000,13000,40000,100,0,0
983,Stalemate,30000,25000,22000,17000,112,1,1
984,Stalemate,8000,46000,0,38000,112,1,1
985,P2,25000,64000,17000,40000,86,0,0
986,Stalemate,25000,33000,17000,25000,112,1,0
987,Stalemate,32000,47000,24000,39000,112,1,0
988,Stalemate,45000,46000,37000,38000,112,1,1
989,Stalemate,29000,49000,29000,21000,112,1,0
990,P2,41000,60000,37000,40000,76,0,1
991,Stalemate,21000,49000,17000,37000,112,1,0
992,Stalemate,43000,42000,31000,38000,112,1,0
993,Stalemate,47000,29000,39000,21000,112,1,0
994,P1,60000,18000,40000,18000,69,0,0
995,P2,16000,60000,8000,40000,92,0,1
996,P2,26000,84000,26000,40000,56,0,0
997,Stalemate,35000,43000,27000,35000,112,1,0
998,Stalemate,15000,12000,7000,4000,112,1,0
999,Stalemate,54000,0,26000,0,112,1,1
1000,P1,68000,7000,40000,3000,97,0,0
1001,Stalemate,27000,25000,19000,17000,112,1,0
1002,P2,47000,64000,39000,40000,88,0,0
1003,Stalemate,24000,21000,16000,13000,112,1,0
1004,P2,37000,64000,29000,40000,88,0,0
1005,P1,68000,22000,40000,22000,53,0,0
1006,Stalemate,29000,12000,17000,8000,112,1,0
1007,P2,21000,80000,17000,40000,100,0,0
1008,P2,8000,60000,8000,40000,36,0,1
1009,P2,18000,84000,18000,40000,98,0,0
1010,Stalemate,36000,30000,28000,22000,112,1,1
1011,P2,4000,84000,0,40000,64,0,0
1012,Stalemate,33000,45000,25000,37000,112,1,0
1013,P1,68000,28000,40000,24000,57,0,0
1014,P2,29000,60000,21000,40000,50,0,0
1015,P1,68000,33000,40000,29000,99,0,1
1016,P2,26000,64000,18000,40000,98,0,1
1017,P1,84000,19000,40000,19000,99,0,1
1018,Stalemate,28000,28000,20000,20000,112,1,0
1019,P1,68000,33000,40000,29000,99,0,1
1020,P1,76000,13000,40000,9000,45,0,0
1021,Stalemate,35000,32000,27000,24000,112,1,0
1022,Stalemate,62000,23000,34000,23000,112,1,0
1023,P1,60000,21000,40000,13000,69,0,0
1024,P2,11000,76000,3000,40000,49,0,0
1025,P2,15000,64000,15000,40000,80,0,0
1026,Stalemate,8000,41000,0,33000,112,1,1
1027,P1,68000,14000,40000,10000,89,0,0
1028,P2,15000,72000,3000,40000,74,0,0
1029,P1,64000,46000,40000,38000,99,0,0
1030,P2,16000,56000,12000,40000,68,0,0
1031,Stalemate,51000,29000,39000,25000,112,1,0
1032,Stalemate,36000,26000,32000,14000,112,1,0
1033,P1,68000,15000,40000,11000,99,0,0
1034,Stalemate,37000,44000,29000,36000,112,1,1
1035,P2,20000,64000,12000,40000,98,0,1
1036,Stalemate,50000,28000,38000,24000,112,1,0
1037,Stalemate,51000,11000,39000,7000,112,1,1
1038,P1,64000,29000,40000,21000,89,0,1
1039,Stalemate,65000,23000,37000,23000,112,1,0
1040,P2,34000,68000,30000,40000,98,0,0
1041,P2,24000,64000,16000,40000,70,0,1
1042,P1,84000,18000,40000,18000,95,0,0
1043,P1,60000,42000,40000,30000,85,0,0
1044,Stalemate,27000,38000,19000,30000,112,1,1
1045,Stalemate,40000,15000,32000,7000,112,1,1
1046,Stalemate,38000,21000,34000,9000,112,1,1
1047,Stalemate,31000,51000,27000,39000,112,1,0
1048,Stalemate,53000,30000,25000,30000,112,1,0
1049,Stalemate,28000,45000,24000,33000,112,1,0
1050,Stalemate,37000,27000,29000,19000,112,1,1
1051,Stalemate,36000,37000,32000,25000,112,1,0
1052,Stalemate,28000,47000,20000,39000,112,1,0
1053,P2,4000,100000,0,40000,100,0,1
1054,Stalemate,67000,19000,39000,19000,112,1,1
1055,Stalemate,51000,25000,39000,21000,112,1,1
1056,Stalemate,18000,65000,18000,37000,112,1,0
1057,P1,60000,9000,40000,1000,85,0,0
1058,Stalemate,35000,16000,27000,8000,112,1,0
1059,Stalemate,33000,31000,25000,23000,112,1,0
1060,Stalemate,47000,33000,39000,25000,112,1,0
1061,Stalemate,38000,31000,30000,23000,112,1,0
1062,Stalemate,51000,36000,39000,32000,112,1,0
1063,P2,35000,60000,27000,40000,90,0,1
1064,P1,64000,5000,40000,5000,35,0,1
1065,P1,64000,9000,40000,1000,51,0,0
1066,P2,20000,68000,16000,40000,98,0,0
1067,Stalemate,45000,12000,33000,8000,112,1,1
1068,P2,29000,64000,21000,40000,96,0,0
